date,opponent,attendance,home_away,win_lose,points_scored,opponent_points_scored,game_duration,game_duration_seconds,year,team_name
2013-08-31,Arkansas,69801,home,L,14,34,03:06:00,11160.0,2013,Louisiana-Lafayette
2013-09-07,Kansas St.,53073,home,L,27,48,03:27:00,12420.0,2013,Louisiana-Lafayette
2013-09-14,Nicholls St.,28871,home,W,70,7,03:24:00,12240.0,2013,Louisiana-Lafayette
2013-09-21,Akron,18809,home,W,35,30,03:23:00,12180.0,2013,Louisiana-Lafayette
2013-10-05,Texas St.,23108,home,W,48,24,03:09:00,11340.0,2013,Louisiana-Lafayette
2013-10-15,Western Ky.,16359,home,W,37,20,02:51:00,10260.0,2013,Louisiana-Lafayette
2013-10-22,Arkansas St.,24578,home,W,23,7,03:13:00,11580.0,2013,Louisiana-Lafayette
2013-11-02,New Mexico St.,30028,home,W,49,35,03:04:00,11040.0,2013,Louisiana-Lafayette
2013-11-07,Troy,22562,home,W,41,36,03:37:00,13020.0,2013,Louisiana-Lafayette
2013-11-16,Georgia St.,14415,home,W,35,21,03:12:00,11520.0,2013,Louisiana-Lafayette
2013-11-30,La.-Monroe,25309,home,L,28,31,03:12:00,11520.0,2013,Louisiana-Lafayette
2013-12-07,South Ala.,16124,home,L,8,30,03:20:00,12000.0,2013,Louisiana-Lafayette
2013-12-21,+  Tulane,54728,home,W,24,21,03:40:00,13200.0,2013,Louisiana-Lafayette
2014-08-30,Southern U.,36170,home,W,45,6,03:09:00,11340.0,2014,Louisiana-Lafayette
2014-09-06,Louisiana Tech,25607,home,L,20,48,03:08:00,11280.0,2014,Louisiana-Lafayette
2014-09-13,17  Mississippi,60937,home,L,15,56,03:17:00,11820.0,2014,Louisiana-Lafayette
2014-09-20,16  Boise St.,33337,home,L,9,34,03:25:00,12300.0,2014,Louisiana-Lafayette
2014-10-04,Georgia St.,24616,home,W,34,31,03:24:00,12240.0,2014,Louisiana-Lafayette
2014-10-14,Texas St.,20351,home,W,34,10,03:14:00,11640.0,2014,Louisiana-Lafayette
2014-10-21,Arkansas St.,21760,home,W,55,40,04:06:00,14760.0,2014,Louisiana-Lafayette
2014-11-01,South Ala.,25861,home,W,19,9,03:03:00,10980.0,2014,Louisiana-Lafayette
2014-11-08,New Mexico St.,10299,home,W,44,16,03:01:00,10860.0,2014,Louisiana-Lafayette
2014-11-15,La.-Monroe,19544,home,W,34,27,03:05:00,11100.0,2014,Louisiana-Lafayette
2014-11-22,Appalachian St.,20638,home,L,16,35,03:05:00,11100.0,2014,Louisiana-Lafayette
2014-11-29,Troy,12241,home,W,42,23,03:00:00,10800.0,2014,Louisiana-Lafayette
2014-12-20,+  Nevada,34014,home,W,16,3,03:01:00,10860.0,2014,Louisiana-Lafayette
2015-09-05,Kentucky,62933,home,L,33,40,03:32:00,12720.0,2015,Louisiana-Lafayette
2015-09-12,Northwestern St.,26824,home,W,44,17,02:56:00,10560.0,2015,Louisiana-Lafayette
2015-09-26,Akron,24679,home,L,14,35,03:20:00,12000.0,2015,Louisiana-Lafayette
2015-10-03,Louisiana Tech,26910,home,L,14,43,03:19:00,11940.0,2015,Louisiana-Lafayette
2015-10-10,Texas St.,21377,home,W,49,27,03:23:00,12180.0,2015,Louisiana-Lafayette
2015-10-20,Arkansas St.,20495,home,L,27,37,03:21:00,12060.0,2015,Louisiana-Lafayette
2015-10-31,La.-Monroe,17410,home,W,30,24,03:10:00,11400.0,2015,Louisiana-Lafayette
2015-11-07,Georgia St.,10070,home,W,23,21,03:26:00,12360.0,2015,Louisiana-Lafayette
2015-11-12,South Ala.,14096,home,L,25,32,03:35:00,12900.0,2015,Louisiana-Lafayette
2015-11-21,New Mexico St.,17023,home,L,34,37,03:21:00,12060.0,2015,Louisiana-Lafayette
2015-11-28,Appalachian St.,16124,home,L,7,28,02:56:00,10560.0,2015,Louisiana-Lafayette
2015-12-05,Troy,22264,home,L,17,41,03:10:00,11400.0,2015,Louisiana-Lafayette
2016-09-03,Boise St.,22661,home,L,10,45,03:14:00,11640.0,2016,Louisiana-Lafayette
2016-09-10,McNeese St.,26891,home,W,30,22,03:28:00,12480.0,2016,Louisiana-Lafayette
2016-09-17,South Ala.,19208,home,W,28,23,03:04:00,11040.0,2016,Louisiana-Lafayette
2016-09-24,Tulane,24253,home,L,39,41,04:04:00,14640.0,2016,Louisiana-Lafayette
2016-10-01,New Mexico St.,8142,home,L,31,37,03:50:00,13800.0,2016,Louisiana-Lafayette
2016-10-12,Appalachian St.,16960,home,L,0,24,03:10:00,11400.0,2016,Louisiana-Lafayette
2016-10-22,Texas St.,18278,home,W,27,3,02:57:00,10620.0,2016,Louisiana-Lafayette
2016-11-05,Idaho,21367,home,L,13,23,03:15:00,11700.0,2016,Louisiana-Lafayette
2016-11-10,Ga. Southern,16786,home,W,33,26,03:18:00,11880.0,2016,Louisiana-Lafayette
2016-11-19,Georgia,92746,home,L,21,35,03:26:00,12360.0,2016,Louisiana-Lafayette
2016-11-26,Arkansas St.,14259,home,W,24,19,03:26:00,12360.0,2016,Louisiana-Lafayette
2016-12-03,La.-Monroe,,home,W,30,3,02:38:00,9480.0,2016,Louisiana-Lafayette
2016-12-17,+  Southern Miss.,35061,home,L,21,28,03:55:00,14100.0,2016,Louisiana-Lafayette
2017-09-02,Southeastern La.,18289,home,W,51,48,03:32:00,12720.0,2017,Louisiana-Lafayette
2017-09-09,Tulsa,17758,home,L,42,66,03:40:00,13200.0,2017,Louisiana-Lafayette
2017-09-16,Texas A&M,98412,home,L,21,45,03:38:00,13080.0,2017,Louisiana-Lafayette
2017-09-23,La.-Monroe,18318,home,L,50,56,03:42:00,13320.0,2017,Louisiana-Lafayette
2017-10-07,Idaho,14198,home,W,21,16,03:06:00,11160.0,2017,Louisiana-Lafayette
2017-10-12,Texas St.,13106,home,W,24,7,02:58:00,10680.0,2017,Louisiana-Lafayette
2017-10-19,Arkansas St.,21943,home,L,3,47,03:41:00,13260.0,2017,Louisiana-Lafayette
2017-11-04,South Ala.,12742,home,W,19,14,03:18:00,11880.0,2017,Louisiana-Lafayette
2017-11-11,Mississippi,51618,home,L,22,50,03:24:00,12240.0,2017,Louisiana-Lafayette
2017-11-18,New Mexico St.,16048,home,W,47,34,03:03:00,10980.0,2017,Louisiana-Lafayette
2017-11-25,Ga. Southern,12993,home,L,24,34,03:04:00,11040.0,2017,Louisiana-Lafayette
2017-12-02,Appalachian St.,23411,home,L,14,63,02:55:00,10500.0,2017,Louisiana-Lafayette
2018-09-01,Grambling,28866,home,W,49,17,03:12:00,11520.0,2018,Louisiana-Lafayette
2018-09-15,Mississippi St.,56505,home,L,10,56,02:57:00,10620.0,2018,Louisiana-Lafayette
2018-09-22,Coastal Caro.,17125,home,L,28,30,02:59:00,10740.0,2018,Louisiana-Lafayette
2018-09-29,2  Alabama,101471,home,L,14,56,02:55:00,10500.0,2018,Louisiana-Lafayette
2018-10-06,Texas St.,17062,home,W,42,27,03:04:00,11040.0,2018,Louisiana-Lafayette
2018-10-13,New Mexico St.,18131,home,W,66,38,03:23:00,12180.0,2018,Louisiana-Lafayette
2018-10-20,Appalachian St.,27082,home,L,17,27,03:05:00,11100.0,2018,Louisiana-Lafayette
2018-10-27,Arkansas St.,17068,home,W,47,43,03:25:00,12300.0,2018,Louisiana-Lafayette
2018-11-03,Troy,24631,home,L,16,26,03:02:00,10920.0,2018,Louisiana-Lafayette
2018-11-10,Georgia St.,14945,home,W,36,22,02:55:00,10500.0,2018,Louisiana-Lafayette
2018-11-17,South Ala.,15168,home,W,48,38,03:20:00,12000.0,2018,Louisiana-Lafayette
2018-11-24,La.-Monroe,18167,home,W,31,28,03:14:00,11640.0,2018,Louisiana-Lafayette
2018-12-01,Appalachian St.,14963,home,L,19,30,03:05:00,11100.0,2018,Louisiana-Lafayette
2018-12-15,+  Tulane,19066,home,L,24,41,03:18:00,11880.0,2018,Louisiana-Lafayette
2019-08-31,+  Mississippi St.,22440,home,L,28,38,03:37:00,13020.0,2019,Louisiana-Lafayette
2019-09-07,Liberty,16231,home,W,35,14,03:17:00,11820.0,2019,Louisiana-Lafayette
2019-09-14,Texas Southern,18183,home,W,77,6,02:57:00,10620.0,2019,Louisiana-Lafayette
2019-09-21,Ohio,17416,home,W,45,25,03:38:00,13080.0,2019,Louisiana-Lafayette
2019-09-28,Ga. Southern,19220,home,W,37,24,02:55:00,10500.0,2019,Louisiana-Lafayette
2019-10-09,19  Appalachian St.,21012,home,L,7,17,03:00:00,10800.0,2019,Louisiana-Lafayette
2019-10-17,Arkansas St.,19176,home,W,37,20,03:21:00,12060.0,2019,Louisiana-Lafayette
2019-11-02,Texas St.,21063,home,W,31,3,03:01:00,10860.0,2019,Louisiana-Lafayette
2019-11-07,Coastal Caro.,14857,home,W,48,7,03:05:00,11100.0,2019,Louisiana-Lafayette
2019-11-16,South Ala.,16748,home,W,37,27,03:24:00,12240.0,2019,Louisiana-Lafayette
2019-11-23,Troy,14262,home,W,53,3,03:20:00,12000.0,2019,Louisiana-Lafayette
2019-11-30,La.-Monroe,14227,home,W,31,30,03:28:00,12480.0,2019,Louisiana-Lafayette
2019-12-07,19  Appalachian St.,18618,home,L,38,45,03:37:00,13020.0,2019,Louisiana-Lafayette
2020-01-06,+  Miami (Ohio),29212,home,W,27,17,03:12:00,11520.0,2019,Louisiana-Lafayette
2020-09-12,12  Iowa St.,0,home,W,31,14,03:16:00,11760.0,2020,Louisiana-Lafayette
2020-09-19,Georgia St.,4126,home,W,34,31,03:43:00,13380.0,2020,Louisiana-Lafayette
2020-09-26,Ga. Southern,5585,home,W,20,18,03:19:00,11940.0,2020,Louisiana-Lafayette
2020-10-14,9  Coastal Caro.,5585,home,L,27,30,03:21:00,12060.0,2020,Louisiana-Lafayette
2020-10-23,UAB,11610,home,W,24,20,03:29:00,12540.0,2020,Louisiana-Lafayette
2020-10-31,Texas St.,7500,home,W,44,34,03:33:00,12780.0,2020,Louisiana-Lafayette
2020-11-07,Arkansas St.,5585,home,W,27,20,03:22:00,12120.0,2020,Louisiana-Lafayette
2020-11-14,South Ala.,5585,home,W,38,10,03:09:00,11340.0,2020,Louisiana-Lafayette
2020-11-28,La.-Monroe,3132,home,W,70,20,03:13:00,11580.0,2020,Louisiana-Lafayette
2020-12-04,Appalachian St.,2170,home,W,24,21,03:22:00,12120.0,2020,Louisiana-Lafayette
2020-12-26,+  UTSA,3512,home,W,31,24,03:19:00,11940.0,2020,Louisiana-Lafayette
2021-09-04,Texas,91113,home,L,18,38,03:23:00,12180.0,2021,Louisiana-Lafayette
2021-09-11,Nicholls St.,25417,home,W,27,24,03:15:00,11700.0,2021,Louisiana-Lafayette
2021-09-16,Ohio,17709,home,W,49,14,03:32:00,12720.0,2021,Louisiana-Lafayette
2021-09-25,Ga. Southern,17522,home,W,28,20,03:29:00,12540.0,2021,Louisiana-Lafayette
2021-10-02,South Ala.,16764,home,W,20,18,03:11:00,11460.0,2021,Louisiana-Lafayette
2021-10-12,Appalachian St.,20066,home,W,41,13,03:19:00,11940.0,2021,Louisiana-Lafayette
2021-10-21,Arkansas St.,7138,home,W,28,27,03:30:00,12600.0,2021,Louisiana-Lafayette
2021-10-30,Texas St.,28794,home,W,45,0,03:05:00,11100.0,2021,Louisiana-Lafayette
2021-11-04,Georgia St.,16007,home,W,21,17,03:07:00,11220.0,2021,Louisiana-Lafayette
2021-11-13,Troy,24738,home,W,35,21,03:34:00,12840.0,2021,Louisiana-Lafayette
2021-11-20,Liberty,15564,home,W,42,14,03:20:00,12000.0,2021,Louisiana-Lafayette
2021-11-27,La.-Monroe,18447,home,W,21,16,03:06:00,11160.0,2021,Louisiana-Lafayette
2021-12-04,Appalachian St.,31014,home,W,24,16,03:45:00,13500.0,2021,Louisiana-Lafayette
2021-12-18,+  Marshall,21642,home,W,36,21,03:33:00,12780.0,2021,Louisiana-Lafayette
2022-09-03,Southeastern La.,16812,home,W,24,7,03:13:00,11580.0,2022,Louisiana-Lafayette
2022-09-10,Eastern Mich.,18079,home,W,49,21,04:30:00,16200.0,2022,Louisiana-Lafayette
2022-09-17,Rice,18746,home,L,21,33,03:39:00,13140.0,2022,Louisiana-Lafayette
2022-09-24,La.-Monroe,19077,home,L,17,21,03:22:00,12120.0,2022,Louisiana-Lafayette
2022-10-01,South Ala.,20671,home,L,17,20,03:34:00,12840.0,2022,Louisiana-Lafayette
2022-10-12,Marshall,19905,home,W,23,13,03:48:00,13680.0,2022,Louisiana-Lafayette
2022-10-22,Arkansas St.,15017,home,W,38,18,03:31:00,12660.0,2022,Louisiana-Lafayette
2022-10-27,Southern Miss.,27332,home,L,24,39,03:46:00,13560.0,2022,Louisiana-Lafayette
2022-11-05,19  Troy,7888,home,L,17,23,03:18:00,11880.0,2022,Louisiana-Lafayette
2022-11-10,Ga. Southern,11512,home,W,36,17,03:32:00,12720.0,2022,Louisiana-Lafayette
2022-11-19,11  Florida St.,58597,home,L,17,49,03:15:00,11700.0,2022,Louisiana-Lafayette
2022-11-26,Texas St.,15035,home,W,41,13,03:08:00,11280.0,2022,Louisiana-Lafayette
2022-12-23,+  Houston,23410,home,L,16,23,03:36:00,12960.0,2022,Louisiana-Lafayette
2009-09-05,2  Texas,101096,home,L,20,59,03:26:00,12360.0,2009,Louisiana-Monroe
2009-09-12,Texas Southern,9330,home,W,58,0,02:52:00,10320.0,2009,Louisiana-Monroe
2009-09-19,Arizona St.,43780,home,L,14,38,02:56:00,10560.0,2009,Louisiana-Monroe
2009-09-26,Fla. Atlantic,14429,home,W,27,25,03:28:00,12480.0,2009,Louisiana-Monroe
2009-10-03,Florida Int'l,17610,home,W,48,35,03:37:00,13020.0,2009,Louisiana-Monroe
2009-10-13,Arkansas St.,14378,home,W,16,10,03:34:00,12840.0,2009,Louisiana-Monroe
2009-10-24,Kentucky,68203,home,L,13,36,03:13:00,11580.0,2009,Louisiana-Monroe
2009-10-31,Troy,17106,home,L,21,42,03:00:00,10800.0,2009,Louisiana-Monroe
2009-11-07,North Texas,12167,home,W,33,6,02:40:00,9600.0,2009,Louisiana-Monroe
2009-11-14,Western Ky.,16229,home,W,21,18,03:06:00,11160.0,2009,Louisiana-Monroe
2009-11-21,La.-Lafayette,8689,home,L,17,21,02:51:00,10260.0,2009,Louisiana-Monroe
2009-11-28,Middle Tenn. St.,11896,home,L,19,38,03:18:00,11880.0,2009,Louisiana-Monroe
2010-09-11,+ 12  Arkansas,55705,home,L,7,31,03:03:00,10980.0,2010,Louisiana-Monroe
2010-09-18,Arkansas St.,23176,home,L,20,34,03:12:00,11520.0,2010,Louisiana-Monroe
2010-09-25,Southeastern La.,15285,home,W,21,20,03:06:00,11160.0,2010,Louisiana-Monroe
2010-10-02,1  Auburn,80759,home,L,3,52,02:56:00,10560.0,2010,Louisiana-Monroe
2010-10-09,Fla. Atlantic,16513,home,W,20,17,02:50:00,10200.0,2010,Louisiana-Monroe
2010-10-16,Western Ky.,15142,home,W,35,30,03:15:00,11700.0,2010,Louisiana-Monroe
2010-10-23,Middle Tenn. St.,19052,home,L,10,38,02:59:00,10740.0,2010,Louisiana-Monroe
2010-10-30,Troy,19980,home,W,28,14,03:18:00,11880.0,2010,Louisiana-Monroe
2010-11-06,Florida Int'l,17301,home,L,35,42,03:35:00,12900.0,2010,Louisiana-Monroe
2010-11-13,8  LSU,92518,home,L,0,51,03:03:00,10980.0,2010,Louisiana-Monroe
2010-11-20,North Texas,8905,home,W,49,37,02:47:00,10020.0,2010,Louisiana-Monroe
2010-11-27,La.-Lafayette,9215,home,L,22,23,03:11:00,11460.0,2010,Louisiana-Monroe
2011-09-03,23  Florida St.,72226,home,L,0,34,03:04:00,11040.0,2011,Louisiana-Monroe
2011-09-10,Grambling,26532,home,W,35,7,02:55:00,10500.0,2011,Louisiana-Monroe
2011-09-17,14  TCU,32719,home,L,17,38,02:57:00,10620.0,2011,Louisiana-Monroe
2011-09-24,Iowa,70585,home,L,17,45,03:00:00,10800.0,2011,Louisiana-Monroe
2011-10-08,Arkansas St.,15027,home,L,19,24,03:12:00,11520.0,2011,Louisiana-Monroe
2011-10-15,Troy,19818,home,W,38,10,03:15:00,11700.0,2011,Louisiana-Monroe
2011-10-22,North Texas,17815,home,L,21,38,02:58:00,10680.0,2011,Louisiana-Monroe
2011-10-29,Western Ky.,13428,home,L,28,31,03:35:00,12900.0,2011,Louisiana-Monroe
2011-11-05,La.-Lafayette,28176,home,L,35,36,03:37:00,13020.0,2011,Louisiana-Monroe
2011-11-12,Middle Tenn. St.,11987,home,W,42,14,02:50:00,10200.0,2011,Louisiana-Monroe
2011-11-19,Florida Int'l,10587,home,L,17,28,03:18:00,11880.0,2011,Louisiana-Monroe
2011-12-03,Fla. Atlantic,15171,home,W,26,0,02:38:00,9480.0,2011,Louisiana-Monroe
2012-09-08,+  Arkansas,53089,home,W,34,31,03:57:00,14220.0,2012,Louisiana-Monroe
2012-09-15,Auburn,85214,home,L,28,31,03:32:00,12720.0,2012,Louisiana-Monroe
2012-09-21,Baylor,31175,home,L,42,47,03:45:00,13500.0,2012,Louisiana-Monroe
2012-09-29,Tulane,18063,home,W,63,10,03:02:00,10920.0,2012,Louisiana-Monroe
2012-10-06,Middle Tenn. St.,21067,home,W,31,17,03:09:00,11340.0,2012,Louisiana-Monroe
