year,team_name,scoring_points_per_game,first_downs_total,rushing_yardsperattempt,passing_rating,passing_yards,total_offense_yardsperplay,punt_returns_yardsperreturn,kickoff_returns_yardsperreturn,punting_yardsperpunt,time_of_possessionpergame,third_down_conversions_conversion_perc,fourth_down_conversions_conversion_perc,red_zone_success_perc,field_goals_success_perc,pat_kicking_success_perc,two_point_conversions_success_perc,scoring_games,scoring_points,first_downs_rushing,first_downs_passing,first_downs_by_penalty,rushing_attempts,rushing_yards,rushing_td,passing_attempts,passing_completions,passing_interceptions,passing_td,total_offense_plays,total_offense_yards,punt_returns_returns,punt_returns_yards,punt_returns_td,kickoff_returns_returns,kickoff_returns_yards,kickoff_returns_td,punting_punts,punting_yards,interceptions_returns,interceptions_yards,interceptions_td,fumbles_number,fumbles_lost,penalties_number,penalties_yards,third_down_conversions_attempts,third_down_conversions_conversions,fourth_down_conversions_attempts,fourth_down_conversions_conversions,red_zone_attempts,red_zone_scores,field_goals_attempts,field_goals_made,pat_kicking_attempts,pat_kicking_made,two_point_conversions_attempts,two_point_conversions_made,opponent_scoring_points_per_game,opponent_first_downs_total,opponent_rushing_yardsperattempt,opponent_passing_rating,opponent_passing_yards,opponent_total_offense_yardsperplay,opponent_punt_returns_yardsperreturn,opponent_kickoff_returns_yardsperreturn,opponent_punting_yardsperpunt,opponent_time_of_possessionpergame,opponent_third_down_conversions_conversion_perc,opponent_fourth_down_conversions_conversion_perc,opponent_red_zone_success_perc,opponent_field_goals_success_perc,opponent_pat_kicking_success_perc,opponent_two_point_conversions_success_perc,opponent_scoring_games,opponent_scoring_points,opponent_first_downs_rushing,opponent_first_downs_passing,opponent_first_downs_by_penalty,opponent_rushing_attempts,opponent_rushing_yards,opponent_rushing_td,opponent_passing_attempts,opponent_passing_completions,opponent_passing_interceptions,opponent_passing_td,opponent_total_offense_plays,opponent_total_offense_yards,opponent_punt_returns_returns,opponent_punt_returns_yards,opponent_punt_returns_td,opponent_kickoff_returns_returns,opponent_kickoff_returns_yards,opponent_kickoff_returns_td,opponent_punting_punts,opponent_punting_yards,opponent_interceptions_returns,opponent_interceptions_yards,opponent_interceptions_td,opponent_fumbles_number,opponent_fumbles_lost,opponent_penalties_number,opponent_penalties_yards,opponent_third_down_conversions_attempts,opponent_third_down_conversions_conversions,opponent_fourth_down_conversions_attempts,opponent_fourth_down_conversions_conversions,opponent_red_zone_attempts,opponent_red_zone_scores,opponent_field_goals_attempts,opponent_field_goals_made,opponent_pat_kicking_attempts,opponent_pat_kicking_made,opponent_two_point_conversions_attempts,opponent_two_point_conversions_made
2015,Akron,23.9,256.0,3.99,116.23,2508.0,5.13,5.16,16.62,40.63,32:49.23,0.3668,0.4667,0.7659999999999999,0.682,0.9470000000000001,,13.0,311.0,114.0,116.0,26.0,535.0,2134.0,20.0,370.0,184.0,12.0,18.0,905.0,4642.0,19.0,98.0,0.0,34.0,565.0,0.0,81.0,3291.0,14.0,29.0,0.0,13.0,6.0,99.0,845.0,199.0,73.0,15.0,7.0,47.0,36.0,22.0,15.0,38.0,36.0,0.0,0.0,21.5,248.0,2.95,123.44,3097.0,4.85,5.35,18.05,41.43,27:10.77,0.3693,0.39130000000000004,0.7907,0.778,1.0,0.0,13.0,279.0,77.0,140.0,31.0,410.0,1208.0,12.0,478.0,282.0,14.0,23.0,888.0,4305.0,23.0,123.0,0.0,44.0,794.0,0.0,75.0,3107.0,12.0,86.0,1.0,27.0,14.0,98.0,912.0,176.0,65.0,23.0,9.0,43.0,34.0,9.0,7.0,36.0,36.0,1.0,0.0
2016,Akron,27.4,234.0,4.17,133.53,3063.0,5.99,17.53,18.09,36.97,25:58.92,0.3734,0.47619999999999996,0.8484999999999999,0.909,0.929,1.0,12.0,329.0,86.0,123.0,25.0,380.0,1586.0,13.0,396.0,217.0,14.0,25.0,776.0,4649.0,17.0,298.0,3.0,45.0,814.0,0.0,61.0,2255.0,8.0,107.0,1.0,17.0,8.0,91.0,807.0,158.0,59.0,21.0,10.0,33.0,28.0,11.0,10.0,42.0,39.0,1.0,1.0,33.6,294.0,5.05,138.18,2896.0,6.05,7.48,21.16,38.84,34:01.08,0.44380000000000003,0.5909,0.8548,0.773,0.98,1.0,12.0,403.0,144.0,130.0,20.0,534.0,2696.0,27.0,390.0,239.0,8.0,22.0,924.0,5592.0,21.0,157.0,0.0,56.0,1185.0,0.0,51.0,1981.0,14.0,126.0,0.0,8.0,6.0,80.0,794.0,178.0,79.0,22.0,13.0,62.0,53.0,22.0,17.0,49.0,48.0,1.0,1.0
2017,Akron,22.1,256.0,3.21,122.35,2949.0,4.88,2.0,18.24,41.08,28:44.79,0.39409999999999995,0.4667,0.7273000000000001,0.462,0.9520000000000001,,14.0,310.0,90.0,136.0,30.0,459.0,1475.0,14.0,447.0,242.0,11.0,24.0,906.0,4424.0,6.0,12.0,0.0,33.0,602.0,0.0,88.0,3615.0,19.0,398.0,3.0,12.0,6.0,88.0,873.0,203.0,80.0,15.0,7.0,33.0,24.0,13.0,6.0,42.0,40.0,0.0,0.0,28.0,328.0,5.03,131.75,3324.0,6.02,14.35,20.09,38.4,31:15.21,0.3421,0.6071,0.8,0.607,0.9570000000000001,0.5,14.0,392.0,151.0,146.0,31.0,572.0,2876.0,24.0,458.0,283.0,19.0,24.0,1030.0,6200.0,23.0,330.0,1.0,46.0,924.0,0.0,55.0,2112.0,11.0,85.0,0.0,16.0,8.0,90.0,877.0,190.0,65.0,28.0,17.0,55.0,44.0,28.0,17.0,47.0,45.0,2.0,1.0
2018,Akron,18.9,201.0,2.93,110.31,2390.0,4.62,8.82,14.35,39.41,28:09.50,0.2899,0.29410000000000003,0.9523999999999999,0.727,0.958,0.0,12.0,227.0,69.0,105.0,27.0,390.0,1143.0,5.0,374.0,187.0,14.0,16.0,764.0,3533.0,17.0,150.0,1.0,23.0,330.0,0.0,76.0,2995.0,10.0,209.0,2.0,24.0,12.0,80.0,733.0,169.0,49.0,17.0,5.0,21.0,20.0,22.0,16.0,24.0,23.0,2.0,0.0,27.2,256.0,4.45,119.21,2293.0,5.19,6.09,23.33,40.04,31:49.75,0.3704,0.5,0.8112999999999999,0.684,1.0,0.0,12.0,326.0,127.0,111.0,18.0,531.0,2364.0,24.0,367.0,222.0,10.0,13.0,898.0,4657.0,23.0,140.0,1.0,18.0,420.0,0.0,69.0,2763.0,14.0,73.0,2.0,14.0,11.0,76.0,759.0,189.0,70.0,24.0,12.0,53.0,43.0,19.0,13.0,39.0,39.0,2.0,0.0
2019,Akron,10.5,155.0,1.75,103.95,2347.0,4.02,3.83,21.48,37.25,26:29.33,0.2638,0.3182,0.6923,0.583,0.929,1.0,12.0,126.0,51.0,91.0,13.0,327.0,571.0,2.0,398.0,205.0,14.0,12.0,725.0,2918.0,12.0,46.0,0.0,40.0,859.0,0.0,80.0,2980.0,5.0,120.0,1.0,22.0,12.0,80.0,626.0,163.0,43.0,22.0,7.0,26.0,18.0,12.0,7.0,14.0,13.0,1.0,1.0,36.3,261.0,4.53,153.74,2405.0,5.7,5.61,14.87,40.08,33:29.92,0.5297,0.5333,0.8448,0.7,1.0,1.0,12.0,435.0,138.0,106.0,17.0,566.0,2562.0,28.0,305.0,201.0,5.0,23.0,871.0,4967.0,23.0,129.0,0.0,15.0,223.0,0.0,49.0,1964.0,14.0,318.0,2.0,13.0,6.0,64.0,564.0,185.0,98.0,15.0,8.0,58.0,49.0,20.0,14.0,55.0,55.0,1.0,1.0
2020,Akron,17.2,95.0,4.0,104.45,838.0,4.69,-2.67,19.84,38.48,30:34.50,0.3333,0.44439999999999996,0.8571,0.667,1.0,,6.0,103.0,42.0,40.0,13.0,212.0,849.0,8.0,148.0,83.0,6.0,4.0,360.0,1687.0,3.0,-8.0,1.0,25.0,496.0,0.0,33.0,1270.0,2.0,44.0,0.0,7.0,3.0,24.0,190.0,78.0,26.0,9.0,4.0,14.0,12.0,6.0,4.0,13.0,13.0,0.0,0.0,41.3,124.0,6.26,178.96,1270.0,7.56,7.2,21.25,33.88,29:25.50,0.5342,0.5714,0.7778,0.5710000000000001,0.97,0.0,6.0,248.0,68.0,49.0,7.0,238.0,1489.0,19.0,127.0,85.0,2.0,12.0,365.0,2759.0,20.0,144.0,0.0,16.0,340.0,0.0,17.0,576.0,6.0,179.0,2.0,5.0,4.0,38.0,374.0,73.0,39.0,7.0,4.0,27.0,21.0,7.0,4.0,33.0,32.0,1.0,0.0
2021,Akron,19.8,225.0,3.39,142.93,2610.0,5.19,5.56,17.18,42.18,31:08.42,0.38270000000000004,0.4375,0.6944,0.636,0.9670000000000001,1.0,12.0,238.0,87.0,124.0,14.0,432.0,1463.0,8.0,353.0,226.0,5.0,21.0,785.0,4073.0,9.0,50.0,0.0,38.0,653.0,1.0,50.0,2109.0,6.0,79.0,1.0,25.0,12.0,68.0,553.0,162.0,62.0,32.0,14.0,36.0,25.0,11.0,7.0,30.0,29.0,1.0,1.0,39.5,286.0,6.2,164.47,2622.0,7.16,8.68,20.55,39.78,28:51.58,0.5423,0.7,0.9412,0.813,0.9670000000000001,1.0,12.0,474.0,158.0,113.0,15.0,482.0,2987.0,32.0,301.0,201.0,6.0,26.0,783.0,5609.0,25.0,217.0,0.0,22.0,452.0,1.0,37.0,1472.0,5.0,77.0,2.0,9.0,5.0,78.0,651.0,142.0,77.0,10.0,7.0,51.0,48.0,16.0,13.0,61.0,59.0,1.0,1.0
2022,Akron,21.8,274.0,2.88,126.25,3396.0,5.11,6.11,21.56,40.62,30:29.17,0.3488,0.4783,0.8604999999999999,0.619,0.966,0.0,12.0,261.0,78.0,168.0,28.0,373.0,1075.0,16.0,502.0,323.0,12.0,15.0,875.0,4471.0,19.0,116.0,0.0,43.0,927.0,0.0,61.0,2478.0,9.0,151.0,1.0,21.0,13.0,81.0,732.0,172.0,60.0,23.0,11.0,43.0,37.0,21.0,13.0,29.0,28.0,3.0,0.0,33.5,253.0,4.26,144.59,2925.0,6.0,7.83,18.92,45.2,29:28.50,0.354,0.7082999999999999,0.8491,0.727,0.98,0.0,12.0,402.0,111.0,118.0,24.0,458.0,1949.0,25.0,355.0,213.0,9.0,22.0,813.0,4874.0,18.0,141.0,0.0,36.0,681.0,0.0,54.0,2441.0,12.0,163.0,2.0,9.0,3.0,95.0,779.0,161.0,57.0,24.0,17.0,53.0,45.0,22.0,16.0,49.0,48.0,2.0,0.0
2009,Alabama,32.1,288.0,5.01,138.46,2631.0,5.96,15.05,23.32,41.5,33:31.00,0.3918,0.5882000000000001,0.8644,0.833,0.915,0.4,14.0,449.0,153.0,117.0,18.0,601.0,3011.0,31.0,346.0,212.0,5.0,17.0,947.0,5642.0,39.0,587.0,1.0,34.0,793.0,0.0,58.0,2407.0,24.0,319.0,2.0,16.0,7.0,69.0,598.0,194.0,76.0,17.0,10.0,59.0,51.0,36.0,30.0,47.0,43.0,5.0,2.0,11.7,188.0,2.83,87.65,2324.0,4.08,9.18,25.06,42.04,26:28.57,0.299,0.39130000000000004,0.6667000000000001,0.706,1.0,0.5,14.0,164.0,66.0,105.0,17.0,393.0,1111.0,5.0,449.0,210.0,24.0,11.0,842.0,3435.0,17.0,156.0,0.0,80.0,2005.0,2.0,96.0,4036.0,5.0,31.0,0.0,17.0,7.0,86.0,744.0,194.0,58.0,23.0,9.0,24.0,16.0,17.0,12.0,16.0,16.0,2.0,1.0
2010,Alabama,35.7,287.0,5.09,167.79,3395.0,6.96,12.46,24.05,39.2,30:46.08,0.4437,0.6667000000000001,0.8421,0.76,0.983,,13.0,464.0,126.0,151.0,10.0,467.0,2378.0,30.0,362.0,253.0,5.0,24.0,829.0,5773.0,28.0,349.0,1.0,41.0,986.0,1.0,41.0,1607.0,22.0,239.0,2.0,21.0,10.0,66.0,490.0,151.0,67.0,15.0,10.0,57.0,48.0,25.0,19.0,58.0,57.0,0.0,0.0,13.5,198.0,3.29,103.56,2291.0,4.64,6.4,21.42,42.44,29:13.92,0.3403,0.6522,0.6452,0.8240000000000001,1.0,1.0,13.0,176.0,85.0,99.0,14.0,435.0,1432.0,6.0,367.0,192.0,22.0,12.0,802.0,3723.0,10.0,64.0,0.0,76.0,1628.0,1.0,73.0,3098.0,5.0,13.0,0.0,19.0,4.0,72.0,575.0,191.0,65.0,23.0,15.0,31.0,20.0,17.0,14.0,18.0,18.0,1.0,1.0
2011,Alabama,34.8,280.0,5.49,142.51,2797.0,6.46,13.0,24.09,39.33,32:47.85,0.4643,0.6923,0.8793000000000001,0.639,0.963,1.0,13.0,453.0,134.0,135.0,11.0,508.0,2788.0,34.0,357.0,237.0,8.0,16.0,865.0,5585.0,39.0,507.0,1.0,22.0,530.0,0.0,39.0,1534.0,13.0,218.0,3.0,12.0,4.0,49.0,369.0,168.0,78.0,13.0,9.0,58.0,51.0,36.0,23.0,54.0,52.0,1.0,1.0,8.2,131.0,2.43,83.69,1449.0,3.32,4.64,21.68,42.87,27:12.15,0.2446,0.42310000000000003,0.5882000000000001,0.5,1.0,1.0,13.0,106.0,57.0,63.0,11.0,386.0,938.0,3.0,334.0,164.0,13.0,6.0,720.0,2387.0,11.0,51.0,0.0,84.0,1821.0,2.0,90.0,3858.0,8.0,139.0,0.0,18.0,7.0,59.0,453.0,184.0,45.0,26.0,11.0,17.0,10.0,14.0,7.0,11.0,11.0,1.0,1.0
2012,Alabama,38.7,303.0,5.59,174.29,3052.0,6.95,9.91,23.95,44.28,32:16.43,0.479,0.6364,0.9031999999999999,0.75,0.986,1.0,14.0,542.0,160.0,131.0,12.0,570.0,3185.0,37.0,328.0,219.0,3.0,31.0,898.0,6237.0,34.0,337.0,0.0,21.0,503.0,1.0,50.0,2214.0,18.0,221.0,1.0,24.0,12.0,54.0,467.0,167.0,80.0,11.0,7.0,62.0,56.0,20.0,15.0,70.0,69.0,1.0,1.0,10.9,192.0,2.43,103.67,2431.0,4.18,6.5,21.57,42.63,27:43.57,0.3211,0.3889,0.6552,0.41700000000000004,0.9470000000000001,0.0,14.0,153.0,63.0,115.0,14.0,440.0,1069.0,10.0,397.0,217.0,18.0,8.0,837.0,3500.0,18.0,117.0,0.0,53.0,1143.0,1.0,83.0,3538.0,3.0,20.0,0.0,24.0,11.0,67.0,565.0,190.0,61.0,18.0,7.0,29.0,19.0,12.0,5.0,19.0,18.0,1.0,0.0
2013,Alabama,38.2,302.0,5.8,164.46,3230.0,7.15,14.24,23.74,46.88,32:00.31,0.47619999999999996,0.5832999999999999,0.7963,0.65,1.0,,13.0,496.0,142.0,141.0,19.0,461.0,2673.0,28.0,365.0,244.0,7.0,30.0,826.0,5903.0,29.0,413.0,3.0,31.0,736.0,1.0,40.0,1875.0,11.0,253.0,3.0,14.0,10.0,63.0,520.0,147.0,70.0,12.0,7.0,54.0,43.0,20.0,13.0,65.0,65.0,0.0,0.0,13.9,194.0,3.32,116.84,2344.0,4.83,4.46,20.59,41.99,27:59.69,0.34659999999999996,0.2632,0.68,0.7,1.0,,13.0,181.0,78.0,101.0,15.0,416.0,1381.0,8.0,355.0,197.0,11.0,13.0,771.0,3725.0,13.0,58.0,0.0,68.0,1400.0,0.0,81.0,3401.0,7.0,129.0,0.0,20.0,8.0,71.0,560.0,176.0,61.0,19.0,5.0,25.0,17.0,10.0,7.0,22.0,22.0,0.0,0.0
2014,Alabama,36.9,340.0,5.1,155.73,3890.0,6.66,9.36,20.53,48.0,31:44.50,0.5126,0.7692,0.8593999999999999,0.636,0.9690000000000001,0.3333,14.0,517.0,154.0,170.0,16.0,567.0,2893.0,35.0,451.0,290.0,10.0,32.0,1018.0,6783.0,25.0,234.0,0.0,49.0,1006.0,0.0,55.0,2640.0,11.0,84.0,0.0,18.0,12.0,69.0,562.0,199.0,102.0,13.0,10.0,64.0,55.0,22.0,14.0,65.0,63.0,3.0,1.0,18.4,234.0,3.17,116.53,3164.0,4.87,6.92,21.52,43.07,27:40.64,0.3761,0.3889,0.8409,0.92,0.92,1.0,14.0,258.0,81.0,141.0,12.0,452.0,1434.0,5.0,493.0,268.0,11.0,19.0,945.0,4598.0,12.0,83.0,0.0,60.0,1291.0,1.0,88.0,3790.0,10.0,124.0,1.0,20.0,9.0,61.0,516.0,218.0,82.0,18.0,7.0,44.0,37.0,25.0,23.0,25.0,23.0,2.0,2.0
2015,Alabama,35.1,330.0,4.67,143.46,3407.0,5.89,12.7,21.7,43.33,33:35.33,0.3738,0.5,0.8226,0.6970000000000001,1.0,0.0,15.0,526.0,158.0,147.0,25.0,642.0,2999.0,33.0,446.0,301.0,10.0,22.0,1088.0,6406.0,47.0,597.0,5.0,37.0,803.0,1.0,72.0,3120.0,19.0,462.0,4.0,12.0,7.0,89.0,835.0,214.0,80.0,24.0,12.0,62.0,51.0,33.0,23.0,63.0,63.0,2.0,0.0,15.1,223.0,2.43,105.22,3009.0,4.3,10.33,19.0,40.32,26:24.67,0.2863,0.35,0.8332999999999999,0.593,0.955,0.25,15.0,227.0,67.0,129.0,27.0,468.0,1136.0,7.0,495.0,250.0,19.0,17.0,963.0,4145.0,27.0,279.0,2.0,41.0,779.0,0.0,113.0,4556.0,10.0,140.0,0.0,25.0,8.0,90.0,696.0,227.0,65.0,20.0,7.0,30.0,25.0,27.0,16.0,22.0,21.0,4.0,1.0
2016,Alabama,38.8,315.0,5.75,143.35,3154.0,6.47,15.53,19.54,46.85,30:55.93,0.4375,0.5882000000000001,0.8923000000000001,0.759,0.986,0.0,15.0,582.0,181.0,122.0,12.0,639.0,3675.0,33.0,417.0,265.0,9.0,26.0,1056.0,6829.0,34.0,528.0,4.0,28.0,547.0,0.0,65.0,3045.0,16.0,398.0,6.0,26.0,10.0,86.0,660.0,208.0,91.0,17.0,10.0,65.0,58.0,29.0,22.0,73.0,72.0,1.0,0.0,13.0,217.0,2.01,106.47,2968.0,3.99,10.65,21.26,42.84,29:04.07,0.30670000000000003,0.1818,0.84,0.762,1.0,0.0,15.0,195.0,71.0,125.0,21.0,476.0,959.0,5.0,507.0,273.0,16.0,15.0,983.0,3927.0,20.0,213.0,0.0,57.0,1212.0,0.0,111.0,4755.0,9.0,96.0,0.0,26.0,13.0,58.0,471.0,238.0,73.0,22.0,4.0,25.0,21.0,21.0,16.0,19.0,19.0,2.0,0.0
2017,Alabama,37.1,311.0,5.73,155.99,2708.0,6.59,7.92,21.9,42.18,29:45.21,0.4045,0.8332999999999999,0.8529000000000001,0.679,1.0,1.0,14.0,519.0,174.0,119.0,18.0,612.0,3509.0,36.0,332.0,204.0,3.0,28.0,944.0,6217.0,38.0,301.0,0.0,20.0,438.0,0.0,55.0,2320.0,19.0,279.0,2.0,20.0,7.0,70.0,569.0,178.0,72.0,18.0,15.0,68.0,58.0,28.0,19.0,64.0,64.0,1.0,1.0,11.9,215.0,2.72,96.79,2320.0,3.99,6.5,18.71,40.61,30:14.79,0.3458,0.36840000000000006,0.75,0.875,0.938,0.0,14.0,167.0,76.0,114.0,25.0,487.0,1326.0,9.0,426.0,229.0,19.0,8.0,913.0,3646.0,6.0,39.0,0.0,52.0,973.0,0.0,94.0,3817.0,3.0,97.0,1.0,13.0,5.0,61.0,455.0,214.0,74.0,19.0,7.0,32.0,24.0,16.0,14.0,16.0,15.0,2.0,0.0
2018,Alabama,45.6,371.0,5.21,197.34,4854.0,7.76,14.71,23.77,35.76,30:19.67,0.5212,0.4667,0.8228,0.75,0.902,,15.0,684.0,155.0,195.0,21.0,571.0,2976.0,33.0,438.0,301.0,8.0,52.0,1009.0,7830.0,17.0,250.0,1.0,22.0,523.0,1.0,42.0,1502.0,14.0,276.0,4.0,16.0,7.0,87.0,796.0,165.0,86.0,15.0,7.0,79.0,65.0,20.0,15.0,92.0,83.0,0.0,0.0,18.1,253.0,3.53,115.79,2974.0,4.89,2.67,20.12,41.89,29:31.80,0.3423,0.4583,0.7317,0.6,0.971,,15.0,271.0,93.0,131.0,29.0,516.0,1819.0,11.0,465.0,244.0,14.0,22.0,981.0,4793.0,9.0,24.0,0.0,41.0,825.0,0.0,93.0,3896.0,8.0,149.0,2.0,14.0,7.0,92.0,776.0,222.0,76.0,24.0,11.0,41.0,30.0,15.0,9.0,35.0,34.0,0.0,0.0
2019,Alabama,47.2,318.0,5.03,199.61,4449.0,7.89,24.14,21.23,39.91,29:59.85,0.5229,0.6842,0.8387,0.667,0.9640000000000001,,13.0,614.0,126.0,168.0,24.0,436.0,2191.0,27.0,406.0,287.0,6.0,49.0,842.0,6640.0,22.0,531.0,3.0,30.0,637.0,1.0,33.0,1317.0,17.0,245.0,2.0,9.0,4.0,95.0,855.0,153.0,80.0,19.0,13.0,62.0,52.0,18.0,12.0,83.0,80.0,0.0,0.0,18.6,247.0,3.82,109.75,2434.0,4.81,9.18,16.79,38.9,30:00.15,0.3568,0.36840000000000006,0.8438,1.0,0.9570000000000001,0.6667000000000001,13.0,242.0,95.0,121.0,31.0,467.0,1783.0,9.0,410.0,230.0,17.0,15.0,877.0,4217.0,11.0,101.0,0.0,28.0,470.0,0.0,69.0,2684.0,6.0,220.0,2.0,19.0,11.0,75.0,628.0,185.0,66.0,19.0,7.0,32.0,27.0,20.0,20.0,23.0,22.0,3.0,2.0
2020,Alabama,48.5,365.0,5.0,198.99,4656.0,7.81,14.95,15.33,38.0,30:55.23,0.589,0.5556,0.9265000000000001,1.0,1.0,,13.0,630.0,132.0,210.0,23.0,477.0,2385.0,37.0,425.0,324.0,4.0,42.0,902.0,7041.0,20.0,299.0,1.0,18.0,276.0,0.0,32.0,1216.0,12.0,212.0,3.0,10.0,8.0,78.0,625.0,146.0,86.0,9.0,5.0,68.0,63.0,14.0,14.0,84.0,84.0,0.0,0.0,19.4,259.0,3.33,119.37,3109.0,5.04,4.4,18.18,42.0,29:04.77,0.415,0.5417000000000001,0.7436,0.737,1.0,1.0,13.0,252.0,89.0,143.0,27.0,441.0,1470.0,15.0,468.0,272.0,12.0,15.0,909.0,4579.0,5.0,22.0,0.0,34.0,618.0,0.0,62.0,2604.0,4.0,83.0,0.0,25.0,10.0,76.0,592.0,200.0,83.0,24.0,13.0,39.0,29.0,19.0,14.0,28.0,28.0,1.0,1.0
2021,Alabama,39.9,366.0,4.11,166.47,5073.0,6.54,8.0,24.0,38.33,31:53.07,0.5202,0.5294,0.9265000000000001,0.7929999999999999,0.986,0.8,15.0,598.0,129.0,214.0,23.0,548.0,2250.0,21.0,571.0,380.0,7.0,48.0,1119.0,7323.0,34.0,272.0,2.0,19.0,456.0,2.0,49.0,1878.0,15.0,189.0,2.0,17.0,6.0,107.0,1005.0,223.0,116.0,17.0,9.0,68.0,63.0,29.0,23.0,72.0,71.0,5.0,4.0,20.1,265.0,2.66,132.55,3271.0,4.77,6.54,18.96,42.64,28:06.93,0.3125,0.5484,0.85,1.0,0.971,0.25,15.0,302.0,86.0,141.0,38.0,485.0,1290.0,9.0,471.0,297.0,15.0,25.0,956.0,4561.0,13.0,85.0,0.0,24.0,455.0,1.0,88.0,3752.0,7.0,96.0,1.0,12.0,6.0,100.0,731.0,208.0,65.0,31.0,17.0,40.0,34.0,17.0,17.0,34.0,33.0,4.0,1.0
2022,Alabama,41.1,310.0,5.57,158.35,3660.0,6.93,16.93,17.71,41.36,29:57.31,0.4568,0.6,0.8906000000000001,0.846,1.0,0.3333,13.0,534.0,121.0,164.0,25.0,457.0,2544.0,26.0,438.0,280.0,8.0,37.0,895.0,6204.0,27.0,457.0,2.0,21.0,372.0,0.0,45.0,1861.0,7.0,74.0,1.0,18.0,8.0,103.0,893.0,162.0,74.0,15.0,9.0,64.0,57.0,26.0,22.0,64.0,64.0,3.0,1.0,18.2,241.0,3.63,108.0,2442.0,4.59,6.42,17.44,41.0,30:02.69,0.303,0.3846,0.7674,0.8420000000000001,0.9570000000000001,0.6667000000000001,13.0,236.0,93.0,114.0,34.0,467.0,1695.0,15.0,434.0,238.0,7.0,12.0,901.0,4137.0,12.0,77.0,0.0,34.0,593.0,0.0,84.0,3444.0,8.0,18.0,0.0,12.0,7.0,87.0,663.0,198.0,60.0,26.0,10.0,43.0,33.0,19.0,16.0,23.0,22.0,3.0,2.0
2014,Appalachian State,35.7,283.0,5.4,139.35,2637.0,6.31,5.42,17.22,37.93,31:20.00,0.48840000000000006,0.6087,0.75,0.5329999999999999,0.912,1.0,12.0,428.0,137.0,114.0,32.0,537.0,2901.0,33.0,340.0,205.0,11.0,21.0,877.0,5538.0,12.0,65.0,1.0,32.0,551.0,0.0,45.0,1707.0,12.0,97.0,1.0,17.0,10.0,88.0,755.0,172.0,84.0,23.0,14.0,60.0,45.0,15.0,8.0,57.0,52.0,1.0,1.0,27.3,213.0,4.25,123.27,2342.0,5.31,13.74,23.24,38.61,28:39.50,0.34149999999999997,0.5714,0.8511,0.667,0.895,0.0,12.0,328.0,94.0,100.0,19.0,430.0,1828.0,21.0,356.0,210.0,12.0,17.0,786.0,4170.0,19.0,261.0,2.0,45.0,1046.0,1.0,56.0,2162.0,11.0,61.0,0.0,17.0,7.0,80.0,837.0,164.0,56.0,21.0,12.0,47.0,40.0,21.0,14.0,38.0,34.0,4.0,0.0
2015,Appalachian State,36.7,291.0,5.83,163.22,2546.0,6.74,5.81,21.11,42.98,31:23.46,0.426,0.625,0.88,0.8240000000000001,1.0,0.0,13.0,477.0,158.0,109.0,24.0,605.0,3529.0,25.0,297.0,180.0,9.0,33.0,902.0,6075.0,21.0,122.0,0.0,37.0,781.0,0.0,52.0,2235.0,18.0,280.0,3.0,19.0,13.0,84.0,739.0,169.0,72.0,24.0,15.0,50.0,44.0,17.0,14.0,61.0,61.0,1.0,0.0,19.1,223.0,3.44,112.23,2378.0,4.69,6.16,22.98,42.54,28:36.54,0.34020000000000006,0.5,0.6364,0.75,0.9640000000000001,0.0,13.0,248.0,99.0,112.0,12.0,497.0,1710.0,15.0,374.0,223.0,18.0,10.0,871.0,4088.0,19.0,117.0,0.0,40.0,919.0,0.0,80.0,3403.0,9.0,70.0,2.0,10.0,6.0,79.0,688.0,194.0,66.0,24.0,12.0,44.0,28.0,20.0,15.0,28.0,27.0,1.0,0.0
2016,Appalachian State,29.2,291.0,5.64,130.32,2327.0,6.13,10.88,20.65,39.4,33:35.85,0.3371,0.5517,0.8723000000000001,0.7140000000000001,0.9790000000000001,,13.0,380.0,156.0,114.0,21.0,578.0,3262.0,29.0,334.0,203.0,8.0,16.0,912.0,5589.0,17.0,185.0,0.0,34.0,702.0,1.0,58.0,2285.0,20.0,271.0,2.0,17.0,5.0,79.0,750.0,175.0,59.0,29.0,16.0,47.0,41.0,21.0,15.0,48.0,47.0,0.0,0.0,17.8,232.0,3.94,107.45,2649.0,4.99,12.5,23.81,40.6,26:24.15,0.33149999999999996,0.21739999999999998,0.7297,0.706,1.0,,13.0,232.0,83.0,125.0,24.0,415.0,1637.0,15.0,444.0,255.0,20.0,12.0,859.0,4286.0,12.0,150.0,0.0,27.0,643.0,0.0,75.0,3045.0,8.0,20.0,0.0,6.0,1.0,77.0,694.0,181.0,60.0,23.0,5.0,37.0,27.0,17.0,12.0,28.0,28.0,0.0,0.0
